Chain,DeFi Application,Transaction Hash
BSC,BabyDogeSwap,0xaefa49d60982dce38fe184593854d01d16e9fe2abc308f05eee7d6ffa4099687
ETH,ShibaSwap,0xd6aff3dbd8145a3d03c1b02d7053081ddb77242d73a246dbcf6bd7023f489855
BSC,BabyDogeSwap,0xc904830cabda913c6a3bd269c9883085a60f4fcf65edaa3fe4bc4d9cfd8f3c91
ETH,SuperFarm,0xc2106420f085155c0b32c0f6e4b47d7817c031a7c914677802d8f24353494d61
ETH,Hex,0xc66defa2acd840a5e711ebb885239583aca1f901c3cfe3b7efc65dbc52770b55
ETH,SingularityDAO,0xf2e818d594cb9e44eee577ce0896e55d2ed936d5b43ae8901b2f5e3ab91ce90d
ETH,MANTRA DAO,0xe03e73c05014926863bddb30c654c6f0820cc4ed4e3b30be1d65e7ed9b1f3278
ETH,Uniswap V3,0xea93b7a0e463bf9943721bb92f80a6327eb94c4d0bedeae4fe8a62d5591272c5
ETH,Uniswap V3,0x4a3a701c5edfd891dbc22d294f022b85258614d47fb124c16420bb5e650fc4d1
BSC,BiSwap,0xc6c2c546e50fcf979d93612d0fc19e70d95b9c3d94a7b625a14a092a3f8ff31c
ETH,Hex,0x9c3bfbf3ec363dd0cece251bb2d96f9c4768966b0122022a9ff48c057d3bc233
ETH,Vesper,0x38adcffb9ef197c3edcb4931d6910f4677a7c7f9ec7a8590b0dba401f1a8ff38
ETH,BendDAO,0xae06a5ab41b31d320047ba8d828d8677677b95d043ff52c61c780f0949f9cb9f
ETH,Loopring,0xdfb50d73a7e2a62d9a69e32a783e1234af8a7c21e8a7e24d1f5e31caebcd995b
ETH,SingularityDAO,0x0b523ae3e3337fcf1ad2d75edbae3955d33e954a25f83139dea49ad19142a41d
ETH,Hex,0xa9c4b70106778b451fe3882050977682b00466c814f03e44dca98587582d0679
ETH,AAVE V2,0x9cbedbe11267569e7fa0b2a9feca6f8f27b957bab5d6fff9a9d6cb6ee5e72728
ETH,ShibaSwap,0xd2a6ea2ef7ea2f8db8cb69d3c6d6da2f7acf98f12ae958acf3069bf7ad5b5810
ETH,Synthetix,0x7b69a9c7d816d65e8a4cc86c9ee3b1a83ea046cc2fdaed3c223bb43b74217e3d
ETH,WBTC,0x52860a34bfb5f26b325b560636a5433245f316c4d1c71e24153b06397591f2a2
ETH,Loopring,0xfdf52bcbbc4e3606915d1c909849cd5dec9eb76862f605c41c686c064ab075e9
BSC,MDEX,0x075f18c9a1ca4468d6da09af0e86f70020945c596563385922bfd9bc805cf687
ETH,WBTC,0xcba4617af482c2f6a0cf171cd70ce2c01a011eefbe2b1210a8e8041a1db86c8a
ETH,Loopring,0xfb60e1b0378c32774be88961a24062886fa5ec623af3449cff7e98e5baf9d5ef
ETH,SingularityDAO,0x8049f0f264b250003cc799bf19325426f005304465ae82ff6358811b616e11ff
ETH,Stargate,0x6681b81f898c1ff727c811b74049a842de619d9a280296d512827c9dfa9f42fe
ETH,Synthetix,0x793aa23ffa0b232f785a9853c36c6a97c96f030ba8180df49bce4993653cccfd
BSC,BiSwap,0xafb707ca2e233d1766e1bef6f0619d00f91c499cf1c48ccc8d7f6b8b78254cc2
ETH,Rocket Pool,0x23541c062b8cf0c920c4416fd1402e69f6af50586f50c6a548a30d3f8f2ffc26
ETH,Uniswap V3,0x6db61d371c7d9bdbfbdf72adf3660ad005698bf247dd3de5a02214c5b33ba5f8
BSC,Uplift DAO,0xd084e1d262f8ba66b0e43361840da298e0a99ea2aaa30bf77abbe339d58f1278
ETH,WBTC,0x22d82c28db2544f8726f7a0bfdad0fc7eb9657a6fe7bbae0a644b3f3aff91ea0
ETH,RenVM,0x7c1bcfdd085011386edc9ef4e6d9e329ff9a0ad12f057f12031e96da37e12d25
ETH,WBTC,0x40b155b061d53c24c3d7162f10190db64e161d5a5d10c334ea4bf63e8f1ac3f2
ETH,Uniswap V3,0x93b43a4ec407e53be581f1aaf28e7042f556802e49f7b0e2786ec52e462483b8
ETH,AAVE V2,0x0c8de22e4af0c7817af77ef8a449f7c333b8e374dd2f62e939058ac5aaf6720e
ETH,YFDAI,0x413a9080afae6cc5b93ca7cb5744ca8f4d01290ca66ee7d015692e28ad87c44d
BSC,BabyDogeSwap,0x9c2f87c273c95feab4128dff11866c30258a05f62da960098f7865f7e0964de0
ETH,AAVE V2,0x5e873d62425c92b34cafe22f823c6acd819a1ea840daf85cdc003491b916f88e
ETH,AAVE V2,0xe3d9e47d6777dbcc734cc500eae97d77c43b958b908ceb4614df0da5a8f81d4b
ETH,Synthetix,0x2989d59bd65477474bb49524ab85ad00c0e58b21beb03cbf5a0b71cb45f53c36
ETH,Loopring,0x21e861b73737c995da4bf1237012d1a94a227858d83b9e713d5da17ff8026048
ETH,AAVE V2,0xf2c5ff39dc695619bb4b43af5937bdefe05c0029bbdfcbcffd492ab4e10d0216
BSC,BiSwap,0x532059d2ba0e28dee5b2ad2b9020d6797abd7db5b2806b1c2652ea3eb56e6236
ETH,WBTC,0x72d6f5d51a3346c5e6fc80e593748e16341fca6277772bf2bbeaacd8ba02f736
BSC,BabyDogeSwap,0xabdde9652b56aecdb2b0bbd95869757cdc18e33af1c5a35884a5483926fc052b
BSC,Drip,0x3a552ed9f01426973be20c6e47c94e0c349c041989a44d423298249ef43fb021
BSC,BabyDogeSwap,0x715b34c5076ced6ebd20596fb3f806e8207d80ceba68b40ed3700549dcc0a117
ETH,Uniswap V3,0x0cee5d0d844ac55706e1a229cd2d48422a136b89310720d1493b94c446911a26
ETH,SingularityDAO,0x16fd1c2e3170596d4890f1a99799ab7359d41b47a7729e04ca76f6e6791afd80
ETH,Uniswap V3,0x7afd7021033075fdbec490b65d7178cc489ca6934a68cbd3a08fa62d4b9f8f16
ETH,WBTC,0x6eff5c0b5730649ee564edacc02c7a03a4eda805b9e564d9172af8e0ad8213f6
ETH,Flexa,0xf936c47580c960b24af968ca094ea3ec3a0001d33abe0f42cbb628b296f51fa1
BSC,BabyDogeSwap,0x8e32e92038027a2a8f619004df053a4933d52d1e4cfb2136e829e1c5e1a66363
ETH,AAVE V2,0x67f7163c8efe199de91b4dca329e20cc5c1847275dffb4af9f1e326c47729241
ETH,Uniswap V3,0x71a3994e692c143c6a5d94d3f22ae41f194a5490046fc99f7ae0da5490d93d13
ETH,Hex,0x00097481ea02d03b0b24c9274f15d76392a3efa6a1fcca6d0a11071ca37b08af
ETH,Compound V3,0x53d0d24b890fed3a84b8312f336fcbcb2342b6594d226a6d05e668fe510adf86
ETH,ShibaSwap,0x79d69b1099d1a0620396bacff8bc69e1013cccab6b0f0dc92bfa3aa12a03856a
BSC,BabyDogeSwap,0xa4564131d4ffad3a6409103d5e2dac27c9a41c232aedeef5f625264649d82ea0
BSC,BabyDogeSwap,0x72e0d9a29f7a62c15ef17a7b40aadcf4849bfcc7802caf02d533b43cb0d60dd6
ETH,EverRise,0x4c76f8cf5d889964e8f9c2f484bd97f37b0746e6f90a00a012fb2ed306443311
BSC,Magpie,0xd6060053c608d087c49565b94f8b62e34893b474befeb66558a56acdb3c2abd6
BSC,BabyDogeSwap,0x3bd5fcd241d08874608c7052340726d2638e4c63965975d294d434b52bbe623e
ETH,Fringe,0x43165a56b60188c87df54bc7241b4b600c65cab7096e2e7c70bc7e1fab3d494d
ETH,Gearbox,0xe86d591081e449154b7b4768ee3574c8f66aeeb83ca05a82104f52ec7076a3db
ETH,KyberSwap,0x58f6821109d1846675295e416d1d4c0776687824c7237d2907f89f15cd3e1b32
ETH,RenVM,0xf33a0f68709189c24ce8d0f6c1cb0b81c521e5a71d15fee8a38e5fa3c88ecca2
BSC,BabyDogeSwap,0xe05af49f7bc9826d4969da258e7f334e111040897a677671324c616b88ed820a
BSC,Qubit,0x0b60a76b64ba86a042d1c553bca92b940a509c8849cb2605554c5a5f65c94549
ETH,Pendle,0xd33b06b14daf1a5589ae1feaf0fc3c5d8a2c495159a2cd8cf5a972cfbfdc9810
ETH,Coinbase Wrapped Staked ETH,0x23a82aa6fd1e8bc9c9c471feb9287f2d4d3caab21e6c56e3d4bd015674087030
ETH,Hex,0x8d085b0e26b864c3dd19706b6807188e8d610bb3189ca549c61e80d24b1fad88
ETH,WBTC,0x6017a9bbb0d9920ce439df07a749c15d3d17c5c7d229d915b2667c00710af5fe
BSC,BabyDogeSwap,0xe9e8795673c0023ecb9f427ce12b766ea67aec07044c14311a3f7be90b907ca3
BSC,BiSwap,0x85d8dfaa410833216dd0fd2f5812607cc87f34a55d7710c04ba111e9218c4c4d
ETH,AAVE V2,0x6224dd0feb2ee8117cdd41d10deac0878c3675a49c3879f3d6c5f6549415c0df
ETH,API3,0xc2e5bcafc018fd39b8bb5d476bd9e8d12cf6b28445c0ecc1fadc6e6555391d91
ETH,AAVE V2,0x250f290fc2804fbee3a74122dc8feec63ce51b2e98742c9aed6fa703154610b4
ETH,ShibaSwap,0x7cfc981f74cad7e7591bc63cbb293cb0720dac684da9c156f47dae94bc87262f
ETH,LooksRare,0xe021d238e2742369b51ecbe9876157a1cd6560e435cd7277291f8a371838e2c5
ETH,Flexa,0x3ac600151bcf4be3bf71f91a7e67064e5a575092646ccfd7f02c7ecbbb4571ff
ETH,Chain,0x2923ee769e0d27f09783c9b230ab45dd803be10cee7ddc80b92984ece1124daf
ETH,AAVE V2,0x603fde21ed15e7087bfe4253d882e886dd8fe5c1c1300da35385a9b04600e6ee
ETH,DFX Finance,0x3faddbf3f9fd2e8da9f965079bafd0076630fb624c4165e3444595381125deae
ETH,API3,0x249803e6e3c024434fc3d4bd04df618ab0aabb47171c4459ea4e654634813699
BSC,BabyDogeSwap,0x4a35222e8cef169941418302a892ea1840c9b9f83498fed76bba192d39863fa5
ETH,Uniswap V3,0xb3bff685298f436c13ad75b216e8d989a5b59c9573d57d4945cdaea5c1724f19
ETH,Loopring,0x895ceb6c1fe92fe4934b44d37d4e8b199f947ed670821344c2fdd00fb50574c1
BSC,Hunny Finance,0x0c917fff17b2c6272168adc019c95d504f09273302c31391030410dfeeb7ccfd
ETH,ShibaSwap,0xcf75d82529d6f71d030541f1def954258e653283e0e16dcd57d1a5020e0bd93c
ETH,AAVE V2,0xcbc3a2cf22afbbfec7529d2659ecada77e4c91e2dd1874c3eb0a7b5b05beb18c
ETH,Gnosis Protocol v1,0xcae35c8f1df47e49780723ff23fab301298c2fc3b9b20520860bda1d5d94c5f8
ETH,WBTC,0x1fbae115ea5c6c123555aea27c73af7b7c5088a0c88cec79ab28dba6c4bea1b7
BSC,TaiChi,0x3d551123d90472c7c2386ebe57fe484472b981c1cd7c0c458c8eb920e97a09e0
BSC,BabyDogeSwap,0x85912982dede21db49fdd72d61e093cd689b2e43fc9cd31c4e0354055291f3a1
ETH,Synthetix,0xfbbdd6f0ee4f93b3c489b13e4a883bb646e56d6e96036b4bb158f8377275a929
ETH,RenVM,0xeee020170298e04982ba9d4e34b3cead534321e2dc41ea832b2047a4a871b173
BSC,BabyDogeSwap,0x5970aff7132039f575553468a60ece1a9f3135c8e5e1a5f4e4016af53fa5bdb3
ETH,Enzyme Finance,0x2da7c9043c70e3a7114ddc8dcdd0ad3af7ca5df5ec38c49821f37603aa462381
BSC,BiSwap,0xa4f54bff327a5bfabcc679db13669b36b6898c960584f31cb12aee6a5676d2cc
ETH,Hashflow,0xf7a57a6bc01a42f22fba49ff40ee5d99a78bb9955e292734d52499ffd2fe0942
ETH,RenVM,0x2be9e73021f464174538422536a2e635832d4f3bdc7697f55d0e6a1e30d2c737
BSC,BabyDogeSwap,0xcf550dd52e7130d80c344caf98f86ae02b54a002a7538b7beb4a3b8b85536455
ETH,AAVE V2,0x6ba242c41b6ffd8a7281d504c08053a0396b3370c81c1ccd2bedc9edafe19750
ETH,Pendle,0x40386eb61232cbac4e9d8cd2c5fe1e7638629fa13f498b2a5f1e342a6c477de9
ETH,Hex,0x7434d1795470b501c69093e57758add43e5f4553907323ff100a1caa872dc4ab
ETH,SingularityDAO,0x34e1bc96a7f0bb1d522b9081ef3956c50af6a0a3723d7ca81ca4f9747d8490a2
BSC,Bitgert,0x143494c09a7fd9a3fef5dc01063f4043d393b22c3d8a37ff2587fe0544eec66f
BSC,BiSwap,0x6d0f7c5281a1427a05ef8d7d5188b3a709c6744e7adb949805e4ebcd7c51d2b6
BSC,BiSwap,0x1f84a2f16637dbf7dcd12342c98871dbfa7886819444fc1cca44f1de3f01f653
ETH,Uniswap V3,0xa93fc3c763caa73c42579d71f78914f118cf28f641b0340f12b06c0d4aac4655
BSC,Drip,0x977c82f7b8fb61b587af24828362598c1c938f9601af284161f12bca6e1d1276
ETH,Bella Protocol,0xe5684826e6470572c33a3c26e81f2a804ed94abc342debd26d59aca377c48ab7
ETH,WBTC,0x3133b54df46295c12be106ba009cf6c836218f536c67257528ab3f53c488ca90
ETH,Erasure,0x672ae858a48391ec13907d2fa995a040105abdb61c20d7472cd35c7d47eaef32
ETH,AAVE V2,0xd3a215133ee13da1afeab7c24e6bd025a97fb6071651ef78a3137c4518f30ab2
ETH,Compound V3,0x4bee65bc6b8a67c45df0f63036de1c1c09a0f1667a779c6f69f843a1a82df37d
BSC,Drip,0x96f5725990fa0c73eeecec23291ee0967e7e0ebc3b9ac094863f88de4ddbde18
ETH,Pendle,0xe953a935c038d6036ebff45b7baac7c8e4f1c8a9aa8b4ff5ca3e07e7d9516d66
ETH,Voyager,0xf4db47532cec494b5c19ed9c8a5921f1e7ca46fe8c97e5c63328eafce565143b
BSC,BabyDogeSwap,0xf5dd2cc300baf4a8451b1dcd04db218f04adc941dec6283b1a9073399fb5a78f
ETH,Stargate,0x8335d239c0d8d87e4c71e51371572cd63155be0b7e14a51715583ad592190950
BSC,Drip,0xb4ce984eac3f7a1d7eace8929289cfa3c37c8f94345ce2513b2ad91e1bc977c2
ETH,Synthetix,0xe492d8479a68237215b36fdcfdeabd8f7fab37e5c83fd86068884361faee2851
ETH,Uniswap V3,0x1a03e4effcb07c3ed72fb3ce814959fb2bd54b65872da2d4367aece90fef2b67
ETH,Bepro Network,0x8b110b9a488cac8375be835f55a5fb0c4a15ca159c3e9fb178ca62973cbdcf32
ETH,WBTC,0x18a478f0178073a63dec417b4087a20da4116c8abe6c014dc4758f94f22f106b
ETH,Synthetix,0x0d139b717386674fc6e99ef7c4c30fbf2660b62cfd6364ef8238b14cab8968a7
BSC,BabyDogeSwap,0xf1bbc71c0556ef26890196e87cec708c11e4f20fa794e0abd9cd7cffd1ff0e1d
BSC,BiSwap,0x8384c15a7e7814422c8630214b38199e6a850a19b0d031a58296469b06d5cc73
ETH,Uniswap V3,0x3773c012aeca239ddcecf6e7260c5ef4a30b957021619692075875c8dcae8e9f
ETH,AAVE V2,0xe546cf74643b687ead1425999d1991ae0276c9f8a343429d3b33529aef60e2ad
ETH,AAVE V2,0x0220d611755c5afb319aa86d89455077cd7c7239fcfd627bacca0cd7a5e644ab
ETH,Delta Financial,0x88c4cb3a97c7f97f2b2bf3cc7dc186507a77b0d2ca3e56627e638e5a4913a7b1
ETH,Loopring,0x12c26cf878addd8c4fd3b888a137452d070be59d22c3fb6e18c137f6533017ae
BSC,MDEX,0x04109dab4e10595a984fba690e8b35d4767a571d6a8b5f2751a259596b983143
ETH,Uniswap V3,0x57459b889626492c4c0229b3aec2fd8b5f628c71fd968b4020c2d84c59c17bb4
BSC,BabyDogeSwap,0x1ad3ccb821906e22e8f8adac6ca3c3dc8ba5617c055bfcf0243134b84219e75c
ETH,AAVE V2,0xa24a5e18b8642bd8ee3ab69940f6a1e07c563c476a1a718a8b61b8c04acf5abb
BSC,BiSwap,0x57f3dcdf3b68c1b19370707ad5c3e83b70e1ae4de3cfcf4ace87f15f0b8760fe
ETH,AAVE V2,0x93d684d87899ac7c748e1ebd38fd2c5af9c640bbbf54f7a551258247522ae3ed
ETH,AAVE V2,0x75f6ecf64f1af7b3438129248973378a52dfd5686f225d5e7c37a3fdea57b16d
ETH,AAVE V2,0x085d7e382c6ecfcbf7eb7af82c7f7728af29fe4099c181c47a3d21c3e9893278
ETH,Alchemix,0x31bdc77baf99bf71cb62d7342ddcb4ae247f1022767154bd3511be2a152f5fa0
ETH,Domani Protocol,0xad4701686e29c4bae3564344b33f6ef9865bb199297a33eb727bf033d83930f2
BSC,Thena,0x7084c71cc4ce53fd1064b64fb1219b9d485760853777fd71573fc57bba54bb80
ETH,YFII,0xeac018c4832b7a526106bb388c33f8927b7f9d1352861ebdb4cb4dca857612ef
ETH,WBTC,0x6a9cae67b6e61be0ea8715534671a24d20e36e13dde9e6d51c5d6a9a5fb81788
ETH,KyberSwap,0xfe1851070f7021f3617d951f305098e8daacac10077b3eec58ae4f8b9461f94d
ETH,ShibaSwap,0xe0824f7748e8cf4aeb2dd07a3147009ad6cb508dd7141e208630ec9e6d2cbd1b
BSC,BabyDogeSwap,0x0cdfa6efb516959ef34bf7429d4fcac0b0868734a3edcc6c0f73d4f2c827c541
ETH,Uniswap V3,0x90d4bb0f5cfd04750c0a11dd4a523a85e61e072f65c7c109b08a86cf472d5b84
ETH,Yearn Finance,0x6f52dd5dc6af82eea0bd2a9c68dbe5f112f4e45a8349ec088df6ef28650e8dcb
ETH,Compound V3,0x12d06ee4d7a4feb3dd26dc4c9fba057b4d9cdd1de469df08e1cd134edb9087d3
ETH,Gearbox,0xfa73234a1e0374357b5f08b1615d9e52991b48b6aac9a1af414e0e93b8b68b44
ETH,Perpetual Protocol,0xc8522543b0df8c9df62b5443251f8ddde359f3728e7ac4de8905554b03d2ec40
ETH,Uniswap V3,0xcf4d3d2dbe06c1cb4b050eb64bf869a81bcee0630a02a3476d02a3a3b9c57ef0
ETH,Uniswap V3,0x50201c55a7360c0ba18cdf85326c83c8f4e43a39e254f9b3814e13abf585789d
BSC,Drip,0xb9dbc5536e3f3e65e9883999675319fc8c6c179dffb66b341e3883a0bcd9b4ed
ETH,Coinbase Wrapped Staked ETH,0xb76e126a7ba953837e88b84a4145eacb6062c9aea43db9d33b97e2018b0dbd09
ETH,WBTC,0xfe5ed57e9ce6efe8aea7390259f8ee8c0b325f0feffaf1ac3ae1617a7d9ce481
BSC,BabyDogeSwap,0x4823d4fb4c8aad5256d25c7987c3af88488cfc5ee5fba299181cc82c7dc3425a
BSC,Bitgert,0xbc56891b233bd46a2e3631fe38ee90823ae69edcd2d605978e7fe9ff381a6a6a
BSC,Bitgert,0x2e3339147182a57aa937a4a40b5d4e2774ca560d99f7c2db5ccf97c6944bb4ef
ETH,ZeroSwap,0x34a15f9c599b2ebd6998a2c3a1a3cfe7e443ae732e59d01771453c901c6c154c
ETH,Flexa,0x3b4700b8c067d9867b87abbff56cc0377bcdc20a6ce2d9d16367f837998e37fa
ETH,Gearbox,0x22ea59cccf962984b6dbc6fdb111cc42163e39355dc57f031958ed2a22b6356e
BSC,BabyDogeSwap,0x0da5c77c15601d9200bf3f5e8eaebb57042ecdbd634de8a2d13b1f3f3202e640
ETH,Enzyme Finance,0x89444ee8116aa697a1f663dc6d3860d5e7850bf7dae43d63ca95e1c23712ccd4
BSC,Elephant Money,0xfe42d36aa12f77609a608ab376ddc13f7758fb0566fb466a11e8a3a4634bddbf
ETH,WBTC,0xb632f1fb90cbe6347dbda79a61b0c5e30e3ec7a1e6600ffd24a235f39364677a
BSC,TaiChi,0xbc264000191c97840a49e1d37f51c2d0dce4511b8c75321e8cd07d3244d2fe96
BSC,Bitgert,0xfb04eb4692464a6c802074439ff61331e0e9c43b2923ce238db7a059e0b30d58
ETH,WOOFi,0xc65a1c759c4d04a7930c267297da205eaf2ea574b1b63bf2e7f3bdf53a41efd1
BSC,BabyDogeSwap,0x06ee8fc0653793616932226ec8dfaf568f6c0798daf8800959ebdbd6671cd5ab
ETH,Ankr,0xf31719482f47f775f477eb3b72973e90b4af155a0eaa6a2c25647ef50524939c
ETH,Hex,0x877f88624ef9a8fe01e9b9bc5d79de24dfc8ec8e379a19753f04374a5985de1b
ETH,MANTRA DAO,0xc0dd56752c4a2742af84aa23b23289e775cf6f6b6fc50322277847c2c901c664
BSC,Drip,0x6f4360636a3ca7294598cbdd7bd200f56af206da2a400c22be0dc746c1b05d6d
ETH,TrustSwap,0xea0eae5635a6929789b2f7b45e1adcf8d77aa9285b736e145be48aaab8540d84
ETH,SingularityDAO,0x452c71975ee5d8d0832da557efd695ccfa87da3176aadfb250fa8a361397cab0
ETH,Hex,0x923b8a6676d8e8e3745ced84eb57e3da8f0a6c5d873136605d7b188aaf94462b
BSC,BiSwap,0xc906b5043519f086dc0ab5a9d6d42b0ac1e53c30cf1801549b00108a6ab820c9
ETH,Rocket Pool,0xaff513b9ab4a964532a101c65f606c802a88b9ccc5ae0ca72e10aa709c8b8c85
ETH,Hex,0xb00167c6cfe366359d6ce2f0acf7e1a70ed715673e8dc603190290f5300d4db7
ETH,Synthetix,0x178bfcee802b0e7007e11c32da2c8031d0414ee174f72dcf8e853dc0250f75b2
ETH,WBTC,0xaaa3008eac9a65eca7185255dc1d203938b9ec8a2e6269f1b408c8ef0e5ae40f
BSC,Decubate,0xf1f6b525e6577273eb05dd9990fd4f2ecd0552736e214d9554dd93d0e7068e2d
BSC,Thena,0x95404dbbd2db4181f9ac050b4ae62d62a4b5092fc0662e5ae039f1e64c86bce2
ETH,Perpetual Protocol,0x2d758d681dfe99a84f837217ccaa73e1702c640d847fe3b692178a192c3b3f86
ETH,LooksRare,0xe964b56637c5f589a041b170476c2ebb4922ae9d9d686740e9bed08b0e7ebece
ETH,Hex,0xa3a99b815cc0d8f8cc525e865a80302325bcc064887104ab003a15a975efc0fc
ETH,GETH,0xedd5329f070e5a69d0f5d4be52f25ea29d6b562214f5b7a3bc892af7a116f860
ETH,Uniswap V3,0x48e41c9be9aa62c8f069f44d8e0b9c6fa319865bc126ff05f3cf42cf3179706b
ETH,Ankr,0xde5170f9956adba171b78b3aa89e60e6c5853202ee8495293f2094f344626371
ETH,ShibaSwap,0x9c2abb48ea7ad106a381528191fbee7cf73240d8cac2b4c71bd372cb3ba3ba76
ETH,Loopring,0xfac71a94d45311127930a3d3fabe7abeeb74a9c0e18a73d4c14d996aa331326c
ETH,ShibaSwap,0x2105cc9153ddb21c9a3abc5a7713c4a1afd3043f63dc4e0b62f8b56515735b68
ETH,SingularityDAO,0xcfdb950f73571f5318fe0c339d5bff17855e56283e51863b4cf44e993bd760ed
BSC,AstroSwap,0xe15849d05a1bafd3ed19a660ffcc3c2d906a7e3c36b12aecbda09a35c0f3e144
ETH,AAVE V2,0xdc545811263a11641759b2fe04b238c680274b7097a46d6f4045c1c2545592ca
ETH,Yearn Finance,0x95313899832f54f3ecdfff12a782962ce117f1c6908f546cdeb80e985361f514
ETH,Uniswap V3,0xebd40b0ee5e964de435cba0d3a91efe6d3e355d3f6240e81668571d9c8c00216
ETH,ZeroSwap,0x39df02617acfa40fed8dc170497b71eb2ae43e318120b64110bcfacaafe2d98a
BSC,BiSwap,0x4f91bf7a07bb085e316b38bc7a2e3c12fe7c49278a2830f7a513ee82d75ae301
BSC,Emp Money,0xe0326bd29db2ef072101f3432ac753569a155b3f61d8283a8c53a8107f7fb5ff
ETH,Uniswap V3,0x604aaa1abdb4b7d0a14719e33abc22729eb1a9f431ae2006d6d265ce7e4ebf27
ETH,Stargate,0x76e32cd73656a5d31e322e0be043551c078fdeab21032c28b6dbc0391b6f9c30
BSC,BabyDogeSwap,0xd3d679c76037cc65b39d760975ce8ea25b89f6a10f0b643a6f678533f1edd0ae
ETH,Uniswap V3,0x7d797481f736c3a491bc211abf22596b2061f012115659f01fa2f008accb5085
ETH,AAVE V2,0x65d124301f0bc56d51aaff420c7464c0bb5d68b722d981dfbef27f4f929404df
BSC,BiSwap,0xb6ca940762558b9d71e8a98ac335f02a7197b60d0f8cfb81ec5ea900bf6c4b82
BSC,Magpie,0xa08140351a96cb7901aec08410f1885419da7b4fbacbbb458574ffa4aacfd813
ETH,AAVE V2,0xd171f8511b8349ac5cd0dfa9f05cdb9891b15b0a4a7d0c5cc23b173e35a3aea8
ETH,Synthetix,0x07bb5619ec4aa49ba062e6a1c5012e4390d8f624e68e047e452db045ce74eed5
ETH,Synthetix,0xfdd97f035a4b263ebb31d339dcc7f65391c405509a136ddbedc5432007a3724c
ETH,AAVE V2,0x3fdd822cbac7ebd008138be238384c28176367996b7f131e54431f353ac9e1e2
ETH,WOOFi,0xab7c6fbb54f971a995fe572ecb6303815ced6826ff8b04c2ea0cf1bc8fa2166b
ETH,AAVE V2,0x2502d0ec4a78d033fdb6b28c25b4601c05c64e6558c21ae52911b01ec9c04cc1
BSC,Drip,0x2d8ad7c45b167925fa5145d1d3b82c97e030aee7442bd4292cbd18f8e4c3cd62
ETH,ShibaSwap,0x91afab9aa12a2b56782dbcbd92f716fbf10928e2dc9a7a329f2a3efd253ff4ea
BSC,Bitgert,0xb0f8fa5e694ba004d98ff09411fb9301b40ee03c95ef55b1557d3528ef47945f
ETH,AAVE V2,0x8fcd208274c1139c2da9a81e4e14a8d0fe21a664925799cb40ba5ed98ca9fdc0
ETH,DODO,0x1cbf72379f767b9146dd1006e89c45fc8f9b348dec12e6a5e758bd9663f313ac
ETH,API3,0x2d5b946d695b0a6c479e20736efd13db0a441a708ad61585b5f11f5515323857
ETH,Uniswap V3,0x74d197063ba4fcd6dedc85e415297f251dd0e217dac9daf4769ba24657144880
BSC,Elephant Money,0x13b17218b77a2c16f6a13ca8f9913e461364050f80b161c31b255e47ad5f98f1
BSC,Drip,0x5a2b6fafc6fa477c2e5f1322f18972204e98cb3a63bbd1b1f0b1e2f84bdbfd10
ETH,Synthetix,0xbaeb26b2cfa19ab0ff39b036707d3df6c706f370f1a7f4aab0e6a4914997d57f
BSC,BabyDogeSwap,0xf58b0b34900d62f53c8868655bd1093fd4a800c8e7b58c1f390a25976b28ee45
ETH,KyberSwap,0xe7c1925475c3fe6b96c23660c0c9037d9757475fc2e3849e74edd37f89eb9702
ETH,SingularityDAO,0x2b56fad186021a05acb4eabeeda012480d58bef3f09835f2ffb9645a2c5090f1
ETH,SuperFarm,0x09b96b8ea703037ed1f50850978101590bdf2e22a593970e4d84ad2bb8aadaed
BSC,BiSwap,0xde84261111d74f19402426665778ad2161806d5f1cadbd25beab62d4bc76cec1
BSC,Magpie,0x8c1112d59454cbd6502ec706148dc42425ac9b3a4cc56da1b9fa9d75520468c0
ETH,Stargate,0x66deb2339b08de3f8c2c7d2d9773338e97abe3f88c326ec8a273d9b701149707
ETH,ZigZag,0xc9a75c71a3c71c1fa34b1804885ff5813113842e7fef07266834603adb0967cb
ETH,Uniswap V3,0x39687f932f61a074e602c40c3d82b8450e53ac10bd2bb8890b3a49a19725d92d
BSC,BiSwap,0xa4b3037182c9e082d7d8bdcb4ae10d4ff96722d71206fcee934b13c41cf41f86
ETH,AAVE V2,0x52b92c109b83c6663ec0dc2484afbd511b5532ee0bd1bd529beecd135e1bb291
ETH,Bepro Network,0xbbe574f4888c2d87d32994aed535a01fe585520a6b1838d6909d69c963c99b3c
ETH,Gnosis Protocol v1,0xc09250a529330f22d0f4bc08c5bc559185a5fe70a02d82d37a95240319b81836
ETH,Coinbase Wrapped Staked ETH,0x29aa3ae9e655695dda0ff1dbb6d574123aec9e47d3676844586b339f7ecf08af
ETH,Flexa,0x2db92696596976986aeb23ec831798234f9e9c392332237a6fc0ca73d280535e
BSC,Thena,0x5e6a37508814806d34d798e30621476e3f664d6cda236f0b989cd9581934dc05
ETH,Alchemix,0x4348d0a851926f666fd29439bd1506e8593314e40372e8f5da113606988432ed
BSC,BabyDogeSwap,0xdb90e9dbcba3c3ee4603145b74e8fd3da25026777bd9dbe3cc384adf85c899ba
BSC,BabyDogeSwap,0x0c5d09048f4e7c501dc88058743f78dadee03565eb0a2ea5d1017565267e2543
